"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","w8nwRe","znYl0","Hzvxle","pkWtMe","RfDO5c","RfDO5c 2"
"https://lh3.googleusercontent.com/a-/ALV-UjX5mGMlH3ABMo9cIK-Q1Wh8AK5x52JsWuCTEzHJkVEH0QqHv-JvOA=w45-h45-p-rp-mo-br100","Anuja Umaranikar","12 reviews · 1 photo","7 months ago","I had the mutton thali here. Unfortunately, this restaurant is overhyped. The taste is not good at all. They should definitely work on improving it. Additionally, the mutton was chewy.","More","","Like","2","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUqLLjqqzaCPvCNFUxaAGO-S5edX3CkmYjvOIsPloJaPPIoF13APw=w45-h45-p-rp-mo-ba5-br100","Vishal Shiralkar","Local Guide · 240 reviews · 325 photos","2 months ago","Food and services are very best
Taken care of every individual by the staff
Must try","More","Like","","","Service…",""
"https://lh3.googleusercontent.com/a-/ALV-UjVsNE7bKPSJrf5Wng8lJhdVsFEc5h0fwxsMPg7I3YbyBSFUhEGH=w45-h45-p-rp-mo-br100","Dr. Mayur Kedar","8 reviews","4 months ago","Nice taste. Lot of variety food. Must try. But little noisy during evening.","More","Like","","","Service…",""
"https://lh3.googleusercontent.com/a/ACg8ocKySVUjYtluw1DGTIQwGW5eKSsv8rjYlIHLwgnaTTmLUG4thA=w45-h45-p-rp-mo-br100","Sameer Qureshi","2 reviews · 9 photos","2 months ago","500 thali and not good","More","Like","","","1","Food:"
"https://lh3.googleusercontent.com/a-/ALV-UjVmibQ84POAlfBmJlwLniUIyU8c83eXITuv9OUibzf9dAh-7BVB=w45-h45-p-rp-mo-ba2-br100","Sudhir Palve","Local Guide · 2 reviews · 1 photo","6 months ago","Most pathetic taste i have ever had. They dont know how to cook mutton. Most faltu restaurant. Food taste worst. How kolhapur people loves this restaurant i dont know. Actually i dont like to give such reviews but need to warn people about such pathetic taste. Dont go there. Waste of Money.","More","","Like","3","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUfbhdzCoFYqgWaQm9BfZYE3ZVgKnrTN_LRbD3NeGURO8RIqJRV=w45-h45-p-rp-mo-ba3-br100","Patil Akshay","Local Guide · 28 reviews · 16 photos","6 months ago","Beautiful Ambiance
Excellent Food
Excellent Service","More","Like","","","5…","Food:"
"https://lh3.googleusercontent.com/a-/ALV-UjVhNpVaalNYkia9JJ0N9QqruwvFFG5OnbdeGKC5f6BRpGWoM7qOQw=w45-h45-p-rp-mo-br100","Prajakta Indulkar","6 reviews","4 months ago","Best place for kolhapuri cuisine. I am from kolhapur and I'll definitely suggest this place for kolhapuri food. If you want to tey kolhapuri food, must try this ❤️","More","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLLCSex3X0uTXVvhJLfFNIeVjw2nIoVVWtVowz_5gQshwgTT5gu=w45-h45-p-rp-mo-ba5-br100","Prathmesh Jadhav","Local Guide · 117 reviews · 215 photos","a year ago","Good Theme and ambiance
Thali is good in taste
I can suggest visit as early as you can.","More","","Like","1","Service…",""
"https://lh3.googleusercontent.com/a/ACg8ocJGvdOueCqRDxPF7lW3i7ci_HgJ54fsOjs8ajwbk1RBYB5ldw=w45-h45-p-rp-mo-br100","Juber Bhatari","2 reviews · 6 photos","7 months ago","After watching so much reels on the Instagram, we have decided to try this place. After try this place i have to tell it is overhyped place.
About food, it is not good as that much. …","More","","Like","3","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ47ikRuK8coDLKIqmee120vJXJhEJpI5DUx8DD-z2VBASjUQ=w45-h45-p-rp-mo-ba4-br100","Ravi Sharma","Local Guide · 82 reviews · 110 photos","a year ago","Bhannat taste ek number,must give a try for change,highly recommended.","More","","Like","1","5…","Food:"
"https://lh3.googleusercontent.com/a-/ALV-UjWIDCusKGxMPocZfVQbrWPuwz5pAuMN_eViJGA5uflq_xlfQe0=w45-h45-p-rp-mo-br100","Sarojini Devmore","1 review","5 months ago","Taste is very good of kolhapuri food ,service also good, polite staff .
Environment of the hotel is too much good.","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU-hMwaTldxHzt94eDzoSrgMw5iWZu2OIqdJ22oM4DpHFudFJ0PXg=w45-h45-p-rp-mo-ba6-br100","Esha Salunke","Local Guide · 245 reviews · 1,494 photos","a year ago","The ambience is good amazing you feel like you are visiting a village which has all the facilities... The food here is also good... Must visit place... Rates are reasonable...","","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKl3Cw8PNL9uqj9RN8lWMjufUTUen-3QjXoC2shggSlXz1Pcw=w45-h45-p-rp-mo-br100","Pooja Pandav","1 review","2 months ago","Bad service..Poor food quality high rates as compared to food quality..plz don't go there...😞 …","More","","Like","1","…","Food:"
"https://lh3.googleusercontent.com/a/ACg8ocKo6zof67l9j3tVrMsHzVNTl-VY-zuJYgKDDyH0rBFtXgUNqA=w45-h45-p-rp-mo-br100","Ankush Gawade","1 review","4 months ago","Excellent food nice service I like it specifically thalis are best in menu....","More","Like","","","Service…",""
"https://lh3.googleusercontent.com/a/ACg8ocJCsNyd5yS_W8bsPlIi3XByl7gH5JPsuI2Ij04TEPy5-Ymz_Q=w45-h45-p-rp-mo-br100","Sahil Raval","2 reviews","4 months ago","Good Hygienic place and great food as well as great hospitality i was experienced yasterday so visit everyone here... Thank you","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXuVTr6SnemzFpklAHSCkGL-hO1pMqWU_xhJ0csNepVZOEa_5KtZg=w45-h45-p-rp-mo-ba2-br100","Shraddhesh Rao","Local Guide · 24 reviews · 2 photos","4 months ago","I like it so much, veg and non-veg food tastes awesome.","More","Like","","","Meal type","Dinner…"
"https://lh3.googleusercontent.com/a-/ALV-UjWVVeSJldonPUwBWjMDOy4q9SFrwIYdYvmyyc2Citsc0q6OVaA=w45-h45-p-rp-mo-ba2-br100","Omi","Local Guide · 12 reviews · 3 photos","6 months ago","Bhanatwadi in Kolhapur offers a delightful culinary experience. The cozy ambiance, coupled with friendly service, creates a warm atmosphere. The menu features a variety of flavorful dishes, showcasing the culinary expertise of the …","More","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJORAbgzwWuLM8E7D4qAbDwkJMu657K1h-7_2updFFLRfW8Iw=w45-h45-p-rp-mo-br100","VIVEK DHURI","2 reviews","3 months ago","Nice experience but food quality should be improved little bit","More","Like","","","3…","Food:"
"https://lh3.googleusercontent.com/a/ACg8ocJXEddEF4VuOGWnqxaTi3ctrePHTniOS0Ei6zhnIdWNVqH0=w45-h45-p-rp-mo-br100","Dhameja Sahil","1 review","4 months ago","Such great food & good service great hospitality kindly visit everyone at hotel bhannatwadi","More","Like","","","Service…",""
"https://lh3.googleusercontent.com/a/ACg8ocKLVr-tDDlNIOvANKrqbYtq1Z40DRjQ9VqBDiZBzvjkPqdUoQ=w45-h45-p-rp-mo-br100","Tushar Borage","2 reviews","4 months ago","As i was experience here food was too good and service is excellent.","More","Like","","","Service…",""
"https://lh3.googleusercontent.com/a/ACg8ocIUhqVlyaq5y7LKVClRmzBxiaR0YOASowpcfGtMgBpbbrEt7Q=w45-h45-p-rp-mo-br100","Prasad Sadashiv Deshpande (Paddy)","1 review","4 months ago","Food was good...thalis are best...everyone should visit once ...","More","Like","","","Price per person…",""
"https://lh3.googleusercontent.com/a-/ALV-UjUUuVzUSDKcW0q7buo4caom4FTQufgmoA9JKn1lez4iJJUaVzM=w45-h45-p-rp-mo-ba3-br100","nathaji jadhav","Local Guide · 9 reviews · 72 photos","4 months ago","Great food & great service kindly request to everyone visit bhannatwadi i am came from belgum thank you","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXZS7q1-k_-Q4l1yztwe54DxyP1qc64hjEXgd2wtNe7YOpk89op=w45-h45-p-rp-mo-br100","mithesh patil","1 review · 1 photo","4 months ago","Bawvas food no test avrage food quality
Only ambiance is good weat of money","More","Like","","","Meal type…",""
"https://lh3.googleusercontent.com/a-/ALV-UjXLxibsT-H2dybESdcmtjNoKVk8qJXcgpkBwa_BwLtns3oWWIWC=w45-h45-p-rp-mo-ba3-br100","Nayana","Local Guide · 23 reviews · 51 photos","4 months ago","Love the service and food especially the atmosphere and the people who are working there all is superb","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUZOfCEjXdgeRcLseuIiE13Nj8icDq-yq9UUttg8DYr6NJBv6td=w45-h45-p-rp-mo-br100","Pankaj Sarang","3 reviews · 4 photos","3 months ago","Very over-rated place...Food quality is very average...Food is very overpriced also...I don't recommend this place anymore...","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU8oWt7YTX7ikmZ4aK9lD2Fuf5-d_5LLaVNPYnQhpIdrrWl1VXk=w45-h45-p-rp-mo-br100","Harshvardhan kulkarni","2 reviews","4 months ago","good food, great service as well as good hospitality I experienced...","More","Like","","","Service…",""
"https://lh3.googleusercontent.com/a/ACg8ocK51rE1_GmQsYXwgGggmktkSYT8s9JFxZ3fKDF66pRELrvmng=w45-h45-p-rp-mo-br100","Ganesh Nigadi","1 review","4 months ago","DELICIOUS FOOD & EXCELLENT SERVICE KINDLY TRY SPECIAL MUTTON THALI EVERYONE THANK YOU","More","Like","","","Meal type…",""
"https://lh3.googleusercontent.com/a-/ALV-UjWb4u07q717gXRvR5ns62jhpyO21l-g1Zu9uE0J1tl6rPVIiiuR=w45-h45-p-rp-mo-ba2-br100","Dr. Deelip Desai","Local Guide · 9 reviews · 2 photos","5 months ago","We ordered thali ,Mutton was not fully fried also was not a quality like we kolhapurians enjoy.Service best...","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVB6mbgtw5Y2hsM1aohI9iYto3HPwaI33SoLTM9TZjh0eiqKmqW=w45-h45-p-rp-mo-ba4-br100","Shashikant Khilare","Local Guide · 63 reviews · 16 photos","8 months ago","We left Sindhudurg after only having breakfast, deciding to eat at the Bannatwadi Hotel.  After crossing the Fonda ghat, we reached A Bhanatwadi Hotel at 5:30 pm.  The gate of the hotel was closed. Seven to eight shoppers were standing …","More","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJpQeoXJt03uHJZ-iEBkBv8S_OHOD1gC5c4jJhYnLtgcubkpQ=w45-h45-p-rp-mo-br100","KALPESH SURYAWANSHI","1 review","4 months ago","Great hospitality and great food every thalis are best and delicious thank you","More","Like","","","Meal type…",""
"https://lh3.googleusercontent.com/a-/ALV-UjW93_n2zzzVQwHwI7sdoSbH_socKOxw7pPvNNj-lscl9_B08guA=w45-h45-p-rp-mo-ba2-br100","Siddharth Khade","Local Guide · 11 reviews · 31 photos","5 months ago","Poor food quality high rates as compared to food quality but service and atmosphere is good 👍 …","More","","Like","1","…","Food:"
"https://lh3.googleusercontent.com/a/ACg8ocIdpWwuVZmrTdD-lNQaNQAo9FwADsofl4g1u4S0WXkxabeolsg=w45-h45-p-rp-mo-br100","Utkarsh Naik","1 review","3 months ago","This is clean and good food.... and it's service is fast...👍🏻✨ …","More","Like","","","5…","Food:"
"https://lh3.googleusercontent.com/a/ACg8ocIBNdEqU7yOp3RSPjHi_IVbLWcXxqpUiikdmsrraEHaact1_A=w45-h45-p-rp-mo-br100","Akshay Raikwar","1 review · 6 photos","5 months ago","Veg food was sweet nothing spicy
Overpriced but service and atmosphere was great","More","Like","","","1…","Food:"
"https://lh3.googleusercontent.com/a-/ALV-UjWONcmXnZZV50aK3P_2MDWTgI3ZnUsUNL9iXMh6-vBBkEhmImc=w45-h45-p-rp-mo-br100","mayur jalnekar","13 reviews · 5 photos","3 months ago","Don't go if you want good food
After 1 hour waiting I got little mutton","More","Like","","","1…","Food:"
"https://lh3.googleusercontent.com/a/ACg8ocKWMfqWzhuhWnyYZEMX2una8_5BSYx78HeTNTm4J0AIhzICAA=w45-h45-p-rp-mo-ba2-br100","Arjun Shinde","Local Guide · 3 reviews · 23 photos","9 months ago","Not good as they show on the social media
I know every one is thinking this is so popular hotel on social media, so definitely there is something spacial. But believe me this is only money west thing. …","More","","Like","3","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWryObGiLjLjP3iV09LEME3LcEEh40-70vz9HKHNbiXTl9c4vj0=w45-h45-p-rp-mo-br100","Jyoti Patil","3 reviews","4 months ago","Negative stars for service, after 1 hour waiting given table after that half hour given food very pathetic ,don't go anyone if you think your time is precious  owner is also very arrogant.","More","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ8fTZHwgjaqTEjiEtEffp4_FTJHLXtn6U4oSkuEcfZugfOog=w45-h45-p-rp-mo-br100","PRU","1 review","4 months ago","Such a great food & great service visit everyone at hotel bhannatwadi","More","Like","","","Service…",""
"https://lh3.googleusercontent.com/a/ACg8ocKcR3Ca0UeCX7eePrxFqRx1ilgAwynnJ0OYZ1A5I_O3w2lk=w45-h45-p-rp-mo-br100","Satyajit More","6 reviews · 13 photos","3 months ago","Very nice food service best for family","More","Like","","","Service","Dine in…"
"https://lh3.googleusercontent.com/a-/ALV-UjVt5J_Ymv2ofuIpNMeautg5GYI56g3zprqKHxQXWJ9pultL_SZ3=w45-h45-p-rp-mo-br100","Amar Patil","10 reviews · 1 photo","2 weeks ago","Very costly compared to the place and taste","More","Like","","","Service","Dine in…"
"https://lh3.googleusercontent.com/a-/ALV-UjWsCWixMrBDc4rTPhRiN-Fnsc7uYF1bJ0nfq47ZQI2rMoXXRHo9Fw=w45-h45-p-rp-mo-ba4-br100","Kaustubh Deshmukh","Local Guide · 26 reviews · 95 photos","8 months ago","The owner, Rahul dada is super friendly. He comes to your table and asks you if you have eaten well and all. Service is amazing and food is good too","More","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLSy0RmEbBJl2Pq6RL0lzpPlYCNL1NWtpnzNS3DEoVuWne7hA=w45-h45-p-rp-mo-br100","Rohit Devali","2 reviews","7 months ago","Hotel bhannatwadi is one of the best restaurant in kolhapur...... service is fast & satisfying. Food quantity and quality is also very good.  Atmosphere is also very beautiful... Hotel bhannatwadi representing the Marathi and Maharashtrayan culture.👌👌👌👌👌👌 …","More","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK-NT2f-CK0zeCxL_U_z7ZmIDdMW56pfW_aQqUlWzbhrr8jKw=w45-h45-p-rp-mo-br100","Ankush Shinde.","1 review","4 months ago","I am come from pandharpur specially for bhannatwadi good food and good service thank you","More","Like","","","Service…",""
"https://lh3.googleusercontent.com/a-/ALV-UjULdX3PbN4_nIbiS2B47_pPd4KQtgvcpCMoDL5uInFBXcLW54NW=w45-h45-p-rp-mo-ba3-br100","Nayan Koli","Local Guide · 14 reviews · 27 photos","2 weeks ago","Nice look & all design features but not good test ....","More","Like","","","Meal type","Dinner…"
"https://lh3.googleusercontent.com/a/ACg8ocKeNFhn5E30y6puU1UM84B43mHTUZnG_fUmh3DJN9XGOtZDtg=w45-h45-p-rp-mo-br100","Hitesh Deore","1 review","a year ago","I ordered the masala papad as a starter, but the onion on the papad didn't seem to be fresh. This affected the taste of the papad in a bad way. I also ordered the veg thali, but both the curries tasted the same. The sol kadhi was also not …","More","","Like","1","",""
"https://lh3.googleusercontent.com/a/ACg8ocKU7px9quvNWS4CFPArLkBkshitjxANj9xt6-eJ9kfIu04M=w45-h45-p-rp-mo-br100","p g","5 reviews","8 months ago","This place is Overhyped and Overpriced.
It doesn't deserve the hype being attached. Unfortunately the taste was also not good. …","More","","Like","3","",""
"https://lh3.googleusercontent.com/a/ACg8ocJQPmcxLgA3NIlIC6xJjptMAv0OLMNHAALhbuUjlJ-u5DM5Lw=w45-h45-p-rp-mo-br100","akshay bhosale","6 reviews","9 months ago","This place is just hype . Kolhapur is known for its non veg delicacy especially mutton . I eagerly wanted to try this place as I had seen their insta page . Totally disappointed food tase was bland no flavour no spice at all. Food served was cold . Really disappointed will never recommend this place to anyone.","More","","Like","4","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU6cdaBu2aF0R2f-MC6TZjoryHjDkhjrz9LG738BhyDq4-aUXae=w45-h45-p-rp-mo-ba2-br100","Digvijay Chaugle","Local Guide · 18 reviews · 7 photos","10 months ago","The place is crowded usually. Waiting time can be up to 1 hour. So plan accordingly. …","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVdKriUHydi10jeiAvj3FPox2y7zaJbxKWJ6ninUWFcciJrGY9y=w45-h45-p-rp-mo-ba3-br100","Shridhar Mole","Local Guide · 22 reviews · 32 photos","a year ago","Cultural atmosphere,  nice ambiance.
Had lunch here …","More","","Like","1","",""
"https://lh3.googleusercontent.com/a/ACg8ocLwIrCs2jA_68LGd8bNV6hw4MHqgq-2P49-QvElxd4gRXXdOA=w45-h45-p-rp-mo-ba4-br100","Utkarsh Chandan","Local Guide · 108 reviews · 99 photos","8 months ago","I tried their mutton masala thali , mutton maslal was good in test but not as authentic as u get in some of kolhapur s thali restorent.  But this pandhara and tabada rassa and their rakatti and kalega  was as authentic and tested best","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU-DTLibQsrEGzZvAjFMSM25c2jXj7tSIjKPF9iXzUCpfPT_WLJ=w45-h45-p-rp-mo-br100","Shekhar Limkar","2 reviews","a month ago","Waste of money and uncooked tasteless food quality ….","More","Like","","","1…","Food:"
"https://lh3.googleusercontent.com/a-/ALV-UjV0bCx16YfMF4GsLLEbc-XvjHy1GHFQ0U3WwnC_Au9p7UNw9pD4=w45-h45-p-rp-mo-ba4-br100","Amol Patil","Local Guide · 54 reviews · 72 photos","4 months ago","Don't go there... It just got popular because of paid reels. But in reality its worst.","","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXkqLJuX8mqJbp0xzMlhMdkOxHQLvYqfIaL6MiNhVu9HGgVPX6aUw=w45-h45-p-rp-mo-ba4-br100","Swapnil Shinde","Local Guide · 85 reviews · 159 photos","a year ago","Restaurant Review: A Delightful Experience for the Whole Family

I recently visited a restaurant with my family, and I must say, it was an …","More","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU1G8M9M5WnLA8sFFx_Hraar7NHhdjprk4WHB-O7uT3yH7airvz=w45-h45-p-rp-mo-ba4-br100","rajesh shinde","Local Guide · 42 reviews · 17 photos","a year ago","Ambience is truly bhannatwadi u feel like ur in 80-90s village, food is quite expensive no dish(veg or non veg) is below Rs. 200 food quality is good but taste is not truly kolhapuri, kids enjoy the atmosphere here best thing is ur served chapati or bhakri or roti at ur choice","More","","Like","1","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU3ADccOoUUV_1x696J8X13UZGEK7NQpUnRO88Fm44JYDSSyZ4=w45-h45-p-rp-mo-ba4-br100","Ashish Jasuja","Local Guide · 117 reviews · 8 photos","4 months ago","It's a good place to go to for a family outing. Has got some common places to hang around at.","More","Like","","","…","Food:"
"https://lh3.googleusercontent.com/a/ACg8ocKrn_1ERkGdaHJMv9m8uMyWYeVrts0dY3RUs4TItVDtyQ-wnHC2=w45-h45-p-rp-mo-ba5-br100","Harsh","Local Guide · 152 reviews · 338 photos","a month ago","Food taste is , its very average","More","Like","","","3…","Food:"
"https://lh3.googleusercontent.com/a/ACg8ocIiN_yYsvTlS1hGtEZ6oeeuUAzQPpKcT5r_gbWTIO5T-4sxySZr=w45-h45-p-rp-mo-ba3-br100","Sachin Ashok Ankale","Local Guide · 39 reviews · 40 photos","10 months ago","“500Rs petrol and 700Rs food bill.. vanished like Avengers THANOS snap”

We Travelled from Nipani,! just to try the food.. …","More","","Like","6","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWB65eWl3LNVddKhoolxjbaQKLejqUJHjc4qXQCeXeGbrSEN-ReeQ=w45-h45-p-rp-mo-br100","Mayur Jalnekar","3 reviews · 3 photos","3 months ago","Only hype
Nothing is good here
Waiter are arrogant
Food quantity is so little","More","Like","","","1…","Food:"
"https://lh3.googleusercontent.com/a-/ALV-UjWrdFmEOJjNqTY67x7zdIjPk7L74EZFjWXM1FAPKDRRoQUw3nfy=w45-h45-p-rp-mo-ba5-br100","Swapnal Rangoli Creation","Local Guide · 301 reviews · 254 photos","a year ago","Non-Veg Lover's Must Come Once... Beautiful Place 😊😍 To Hangout With Family N Friends... The Interior Design They Have Made It's Just Amazing... Keep It Up Guy's... Yummy yummy 😋 N Delicious Thali U Will Get Here... The Hotel Gives Village Feeling N Also Pleasant Atmosphere... Staff Is Very Good... Keep It Up Guy's... Must Visit Once... …","More","","Like","1","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWq6WBlRtyazaavboS61LaEIFbqvay80LClLdSO5-cpEcxkEOftcQ=w45-h45-p-rp-mo-ba2-br100","Vitthal Desai","Local Guide · 11 reviews · 11 photos","9 months ago","It was very crowded we met the food very late and it was cold. Butter roti was given but it was also cold. There is a lot of publicity on Instagram. It was done only for the name. Don't go back.","More","","Like","1","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVOCcWY5euPHi8l06FocetzWAtRPZwTv1VUtCKgMcNJ-893Sdpd=w45-h45-p-rp-mo-ba3-br100","Gautami Patil","Local Guide · 11 reviews · 36 photos","a year ago","The hotel has a great location, with easy access to nearby attractions and public transportation. What really stood out, however, was the friendliness and helpfulness of the staff. They went out of their way to make my stay enjoyable, and I really appreciated their attentiveness. good food quality","","Like","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV7staWLLIR3U7DqXxb8_dVLxYJ4sHhMr9riB0BQTDUbl11wNjsKA=w45-h45-p-rp-mo-ba4-br100","Pooja Ombase","Local Guide · 52 reviews · 107 photos","8 months ago","Good food","More","Like","","","5","Food:"
"https://lh3.googleusercontent.com/a-/ALV-UjVsAdvPR-xgHeRFUCkopELuC191lZELOQ09hP3MkECtIjNu2Tbp=w45-h45-p-rp-mo-br100","Ajinkya Ekal","3 reviews · 4 photos","a year ago","Thirdclass food quality and taste.
Overrated Hotel.
We tried bhannatwadi special.. mutton has dirty smell which owner replaced after …","More","","Like","5","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWjkx6ChyO1KYygNPhre6QpEKiXaFVXqjVAqvc8wRMsv2eUqqNdmw=w45-h45-p-rp-mo-ba8-br100","Swapnil Khade","Local Guide · 1,145 reviews · 12,628 photos","a year ago","Food was good but service was not good as expected. Hygiene place and food. Location and hotel is good. You need to wait for sometime for table. Some people are arrogant while taking order and while giving service.","More","","Like","1","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV-LRteahkc2Ow5kSbIoBCtA14KZ0k4d9QuPeqJaEhxaAShr9uL=w45-h45-p-rp-mo-ba2-br100","Nikhil Ghatage","Local Guide · 11 reviews · 7 photos","a year ago","Food is very good try Bhannatwadi Special Thali.","More","Like","","","Service","Dine in…"
"https://lh3.googleusercontent.com/a-/ALV-UjXw84GxkNMzE8ZdZUWJpJsS3gvtQsMxR1sgLZxK-sNOUnBsm4DFRw=w45-h45-p-rp-mo-ba2-br100","Ojas","Local Guide · 13 reviews","8 months ago","Food is very average…similar or even better food u will get anywhere in Kolhapur.. ambience is good..good for family..and waiting period is usually half hour.","More","","Like","3","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX2RleskCFK1ygFuiFTcjPEyvr3Sh4HleKpEau285dvrecrvnR2=w45-h45-p-rp-mo-br100","Devanand V Gaikwad","1 review","a year ago","We, as a family we're amazed!
* Natural, authentic rural setting
* Great food. …","More","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIh69E3sQn_4sPwbUEl7mMEjsnyv8PaFEzJlFXEJJnJU9tWow=w45-h45-p-rp-mo-br100","Omkar Jadhav","1 review","4 months ago","Good food gret service thank you bhannatwadi","More","Like","","","Service","Dine in…"
"https://lh3.googleusercontent.com/a-/ALV-UjVM-JTLpf4rlDm1bPQ7Gvotz26yXa5vum1otVVeIGXSJXl4Xpbf=w45-h45-p-rp-mo-ba3-br100","chetan kedari","Local Guide · 14 reviews · 62 photos","11 months ago","Delicious food. veg & non veg","More","Like","","","Meal type","Dinner…"
"https://lh3.googleusercontent.com/a-/ALV-UjXvVaMMdsj2-nGkjxkRnzvxBiBFSwGi0g1YJeOYkQWWSJJz7YSS=w45-h45-p-rp-mo-br100","Ganesh Gawas","2 reviews","8 months ago","There is no ethics to talk with customer and behaviour towards customer wasn't in well mannered. And also who was registering the name i asked that person he was ignoring now they got publicity","More","","Like","2","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWhJzJOgU9tgTr5N5cKGtLh3jfFmMEorgCBUth7ycB1doXsLzSE2Q=w45-h45-p-rp-mo-ba3-br100","Chetan Chougule","Local Guide · 44 reviews · 50 photos","8 months ago","This is not a pure kolhapuri test ,Don't go bad  quality  of food disappointment after visiting this place all items are made with eating soda .  bad experience with food quality only visit from pune to kolhapur for testing food .","More","","Like","2","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUQSKB7DA7eY1A4mqZStSioEkZ_5mwjS5nNw0ImrpyG7pypP-Ec=w45-h45-p-rp-mo-ba3-br100","S M","Local Guide · 39 reviews · 4 photos","10 months ago","Service are very good
Best for family","More","","Like","2","Service","Dine in…"
"https://lh3.googleusercontent.com/a/ACg8ocLSoZvg3UNhVADR5S_kb5tpcUTkG0OWWGV8gOcrhzb_1LLz3w=w45-h45-p-rp-mo-br100","Pritam Nikam","1 review","9 months ago","It's Hype, I'll not recommend at all to anyone, very bad experience of food, u will get better food in Dhabas and Expensive. Pathetic Experience 😔 …","More","Like","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK4i_q57-RjbsLt5nSaqQIi0jJdXsbrwg75yVD6TQRo4ceUSw=w45-h45-p-rp-mo-br100","Aakanksha jagade","1 review","a month ago","Food taste is not good,not worth","More","","Like","1","1…","Food:"
"https://lh3.googleusercontent.com/a-/ALV-UjV0iyIxgv9PCNdqMH2hqNykBIDfCAdDLFW2psOGLWnoNPUCLfxF=w45-h45-p-rp-mo-br100","avinash mangale","8 reviews · 5 photos","a year ago","Average food..nothing new.u can get these same items in at other hotel.taste is okay.good for 1 time.and siiting arrangements/managements are not good.we were 6 people's they made us to wait for 2 and half hour.","More","","Like","1","",""